passenger_name;city;total_amount
DMITRIY ALEKSANDROV;Albany;214.24
DMITRIY ALEKSANDROV;Atlanta;980.72
DMITRIY ALEKSANDROV;Baton Rouge;219.44
DMITRIY ALEKSANDROV;Birmingham;1968.72
DMITRIY ALEKSANDROV;Columbus;371.28
DMITRIY ALEKSANDROV;Fargo;99.84
DMITRIY ALEKSANDROV;Houston;718.64
DMITRIY ALEKSANDROV;Millville;908.96
DMITRIY ALEKSANDROV;Orlando;828.88
DMITRIY ALEKSANDROV;Palm Springs;6033.04
DMITRIY ALEKSEEV;Alamogordo;344.24
DMITRIY ALEKSEEV;Alamogordo;689.52
DMITRIY ALEKSEEV;Alice;1016.08
DMITRIY ALEKSEEV;Alice;1414.40
DMITRIY ALEKSEEV;Atlanta;326.56
DMITRIY ALEKSEEV;Cincinnati;457.60
DMITRIY ALEKSEEV;Fargo;99.84
DMITRIY ALEKSEEV;Fargo;992.16
DMITRIY ALEKSEEV;Los Angeles;1657.76
DMITRIY ALEKSEEV;Millville;841.36
DMITRIY ALEKSEEV;Nashville;1414.40
DMITRIY ALEKSEEV;Palm Springs;3775.20
DMITRIY ANDREEV;Alamogordo;344.24
DMITRIY ANDREEV;Alamogordo;689.52
DMITRIY ANDREEV;Alamogordo;1376.96
DMITRIY ANDREEV;Albany;4623.84
DMITRIY ANDREEV;Chicago;385.84
DMITRIY ANDREEV;Columbus;998.40
DMITRIY ANDREEV;Fargo;198.64
DMITRIY ANDREEV;Grand Junction;1421.68
DMITRIY ANDREEV;Las Vegas;388.96
DMITRIY ANDREEV;Los Angeles;1947.92
DMITRIY ANDREEV;Palm Springs;5481.84
DMITRIY ANDREEV;Palm Springs;9137.44
DMITRIY ANDREEV;Venice;273.52
DMITRIY ANTONOV;Alamogordo;1033.76
DMITRIY ANTONOV;Albany;437.84
DMITRIY ANTONOV;Albany;7148.96
DMITRIY ANTONOV;Denver;1488.24
DMITRIY ANTONOV;Los Angeles;414.96
DMITRIY ANTONOV;Palm Springs;5481.84
DMITRIY ANTONOV;Richmond;487.76
DMITRIY BARANOV;Alamogordo;689.52
DMITRIY BARANOV;Albany;3574.48
DMITRIY BARANOV;Birmingham;5154.24
DMITRIY BARANOV;Fargo;198.64
DMITRIY BARANOV;Fargo;661.44
DMITRIY BARANOV;Los Angeles;1008.80
DMITRIY BARANOV;Los Angeles;1119.04
DMITRIY BARANOV;Los Angeles;1657.76
DMITRIY BARANOV;Mojave;1979.12
DMITRIY BARANOV;Newport;1355.12
DMITRIY BARANOV;Orlando;349.44
DMITRIY BARANOV;Orlando;2824.64
DMITRIY BELOV;Alamogordo;689.52
DMITRIY BELOV;Fargo;198.64
DMITRIY BELOV;Grand Junction;932.88
DMITRIY BELOV;Los Angeles;1408.16
DMITRIY BELOV;Los Angeles;1657.76
DMITRIY BELOV;Millville;2451.28
DMITRIY BELOV;Mojave;4056.00
DMITRIY BELOV;Newport;5189.60
DMITRIY BELOV;Orlando;4423.12
DMITRIY BELOV;San Bernardino;439.92
DMITRIY BELOV;Santa Monica;2014.48
DMITRIY BELOV;Tucson;978.64
DMITRIY BONDARENKO;Alamogordo;515.84
DMITRIY BONDARENKO;Albany;2950.48
DMITRIY BONDARENKO;Birmingham;894.40
DMITRIY BONDARENKO;Charleston;502.32
DMITRIY BONDARENKO;Fargo;99.84
DMITRIY BONDARENKO;Los Angeles;828.88
DMITRIY BONDARENKO;Millville;302.64
DMITRIY BONDARENKO;New York;208.00
DMITRIY BONDARENKO;Tucson;781.04
DMITRIY BORISOV;Alamogordo;172.64
DMITRIY BORISOV;Albany;2524.08
DMITRIY BORISOV;Albany;2526.16
DMITRIY BORISOV;Alice;1016.08
DMITRIY BORISOV;Chicago;385.84
DMITRIY BORISOV;Chicago;772.72
DMITRIY BORISOV;Columbus;791.44
DMITRIY BORISOV;Daytona Beach;496.08
DMITRIY BORISOV;Fargo;596.96
DMITRIY BORISOV;Fargo;949.52
DMITRIY BORISOV;Las Vegas;388.96
DMITRIY BORISOV;Los Angeles;870.48
DMITRIY BORISOV;Miami;766.48
DMITRIY BORISOV;Miami;2268.24
DMITRIY BORISOV;Orlando;2127.84
DMITRIY BORISOV;Orlando;2923.44
DMITRIY BORISOV;Roswell;1001.52
DMITRIY BORISOV;Stratford;1717.04
DMITRIY BORISOV;Tucson;586.56
DMITRIY CHERNOV;Alice;326.56
DMITRIY CHERNOV;Atlanta;326.56
DMITRIY CHERNOV;Daytona Beach;506.48
DMITRIY CHERNOV;Fargo;396.24
DMITRIY CHERNOV;Fargo;523.12
DMITRIY CHERNOV;Los Angeles;1657.76
DMITRIY CHERNOV;Los Angeles;3425.76
DMITRIY CHERNOV;Los Angeles;4149.60
DMITRIY CHERNOV;Newport;2276.56
DMITRIY CHERNOV;Palm Springs;2103.92
DMITRIY CHERNOV;Palm Springs;3654.56
DMITRIY CHERNOV;Richmond;731.12
DMITRIY CHERNOV;Rochester;686.40
DMITRIY CHERNOV;Rochester;1407.12
DMITRIY CHERNOV;San Diego;243.36
DMITRIY CHERNOV;Tucson;385.84
DMITRIY CHERNOV;Venice;810.16
DMITRIY DAVYDOV;Alamogordo;344.24
DMITRIY DAVYDOV;Alice;671.84
DMITRIY DAVYDOV;Alice;1051.44
DMITRIY DAVYDOV;Baton Rouge;110.24
DMITRIY DAVYDOV;Birmingham;1462.24
DMITRIY DAVYDOV;Las Vegas;778.96
DMITRIY DAVYDOV;Los Angeles;1063.92
DMITRIY DAVYDOV;Los Angeles;1310.40
DMITRIY DAVYDOV;Los Angeles;1699.36
DMITRIY DAVYDOV;Millville;1282.32
DMITRIY DAVYDOV;Orlando;828.88
DMITRIY DAVYDOV;San Bernardino;439.92
DMITRIY DAVYDOV;Tucson;773.76
DMITRIY DENISOV;Chicago;1158.56
DMITRIY DENISOV;Fargo;2173.60
DMITRIY DENISOV;Los Angeles;828.88
DMITRIY DENISOV;Los Angeles;918.32
DMITRIY DENISOV;Louisville;2274.48
DMITRIY DENISOV;San Bernardino;439.92
DMITRIY DENISOV;Venice;669.76
DMITRIY DMITRIEV;Alamogordo;689.52
DMITRIY DMITRIEV;Fargo;198.64
DMITRIY DMITRIEV;Fargo;595.92
DMITRIY DMITRIEV;Louisville;1285.44
DMITRIY DMITRIEV;Orlando;1462.24
DMITRIY DMITRIEV;Orlando;2159.04
DMITRIY DMITRIEV;Palm Springs;3747.12
DMITRIY DMITRIEV;Palm Springs;5481.84
DMITRIY EGOROV;Alamogordo;689.52
DMITRIY EGOROV;Alice;706.16
DMITRIY EGOROV;Birmingham;1093.04
DMITRIY EGOROV;Fargo;198.64
DMITRIY EGOROV;Fargo;720.72
DMITRIY EGOROV;Fargo;1376.96
DMITRIY EGOROV;Fargo;1387.36
DMITRIY EGOROV;Los Angeles;3605.68
DMITRIY EGOROV;Newport;1459.12
DMITRIY EGOROV;Richmond;243.36
DMITRIY EGOROV;Richmond;973.44
DMITRIY EGOROV;San Bernardino;439.92
DMITRIY EGOROV;Tampa;737.36
DMITRIY EGOROV;Tucumcari;1772.16
DMITRIY EGOROV;Venice;544.96
DMITRIY FEDOROV;Alice;3137.68
DMITRIY FEDOROV;Charleston;2008.24
DMITRIY FEDOROV;Fargo;1569.36
DMITRIY FEDOROV;Las Vegas;388.96
DMITRIY FEDOROV;Las Vegas;790.40
DMITRIY FEDOROV;Louisville;2177.76
DMITRIY FEDOROV;Mojave;3958.24
DMITRIY FEDOROV;Venice;1075.36
DMITRIY FEDOTOV;Alamogordo;1375.92
DMITRIY FEDOTOV;Albany;4063.28
DMITRIY FEDOTOV;Atlanta;654.16
DMITRIY FEDOTOV;Birmingham;5393.44
DMITRIY FEDOTOV;Chicago;385.84
DMITRIY FEDOTOV;Fargo;198.64
DMITRIY FEDOTOV;Fargo;547.04
DMITRIY FEDOTOV;Los Angeles;1243.84
DMITRIY FEDOTOV;Los Angeles;1657.76
DMITRIY FEDOTOV;Los Angeles;2776.80
DMITRIY FEDOTOV;Los Angeles;2954.64
DMITRIY FEDOTOV;Los Angeles;6311.76
DMITRIY FEDOTOV;Palm Springs;6311.76
DMITRIY FEDOTOV;Rochester;343.20
DMITRIY FILIPPOV;Albany;3786.64
DMITRIY FILIPPOV;Birmingham;2869.36
DMITRIY FILIPPOV;Charleston;3012.88
DMITRIY FILIPPOV;Idaho Falls;614.64
DMITRIY FILIPPOV;Los Angeles;851.76
DMITRIY FILIPPOV;Palm Springs;3654.56
DMITRIY FILIPPOV;Richmond;487.76
DMITRIY FILIPPOV;Venice;398.32
DMITRIY FOMIN;Daytona Beach;704.08
DMITRIY FOMIN;Fargo;496.08
DMITRIY FOMIN;Galveston;304.72
DMITRIY FOMIN;Louisville;599.04
DMITRIY FOMIN;Miami;2763.28
DMITRIY FOMIN;Newport;5292.56
DMITRIY FOMIN;Orlando;697.84
DMITRIY FOMIN;Richmond;661.44
DMITRIY FROLOV;Chicago;1157.52
DMITRIY FROLOV;Daytona Beach;703.04
DMITRIY FROLOV;Fargo;99.84
DMITRIY FROLOV;Jacksonville;921.44
DMITRIY FROLOV;Los Angeles;828.88
DMITRIY FROLOV;Louisville;593.84
DMITRIY FROLOV;Millville;841.36
DMITRIY FROLOV;Palm Springs;1827.28
DMITRIY FROLOV;Palm Springs;2011.36
DMITRIY FROLOV;Richmond;243.36
DMITRIY FROLOV;Richmond;1072.24
DMITRIY FROLOV;Stratford;1717.04
DMITRIY GAVRILOV;Alamogordo;344.24
DMITRIY GAVRILOV;Alamogordo;1032.72
DMITRIY GAVRILOV;Albany;2536.56
DMITRIY GAVRILOV;Alice;1705.60
DMITRIY GAVRILOV;Cincinnati;457.60
DMITRIY GAVRILOV;Columbus;1119.04
DMITRIY GAVRILOV;Columbus;1480.96
DMITRIY GAVRILOV;Fargo;99.84
DMITRIY GAVRILOV;Los Angeles;6971.12
DMITRIY GAVRILOV;Mojave;5937.36
DMITRIY GAVRILOV;Palm Springs;1827.28
DMITRIY GAVRILOV;Palm Springs;4023.76
DMITRIY GAVRILOV;Palm Springs;6971.12
DMITRIY GAVRILOV;Tucumcari;1729.52
DMITRIY GERASIMOV;Atlanta;654.16
DMITRIY GERASIMOV;Fargo;596.96
DMITRIY GERASIMOV;Las Vegas;799.76
DMITRIY GERASIMOV;Mojave;1979.12
DMITRIY GERASIMOV;Orlando;1532.96
DMITRIY GERASIMOV;Roswell;3002.48
DMITRIY GERASIMOV;San Bernardino;880.88
DMITRIY GERASIMOV;Tampa;368.16
DMITRIY GERASIMOV;Tucson;385.84
DMITRIY GORBUNOV;Las Vegas;404.56
DMITRIY GORBUNOV;Los Angeles;1657.76
DMITRIY GORBUNOV;Palm Springs;1827.28
DMITRIY GORBUNOV;Richmond;485.68
DMITRIY GORBUNOV;Richmond;487.76
DMITRIY GORBUNOV;Tucson;198.64
DMITRIY GORBUNOV;Tucson;1754.48
DMITRIY GRIGOREV;Chicago;1157.52
DMITRIY GRIGOREV;Columbus;1480.96
DMITRIY GRIGOREV;Galveston;644.80
DMITRIY GRIGOREV;Grand Junction;488.80
DMITRIY GRIGOREV;Los Angeles;1657.76
DMITRIY GRIGOREV;Palm Springs;1919.84
DMITRIY GRIGOREV;Palm Springs;4281.68
DMITRIY GRIGOREV;Tucumcari;1729.52
DMITRIY GUSEV;Alamogordo;344.24
DMITRIY GUSEV;Alamogordo;1033.76
DMITRIY GUSEV;Charleston;1004.64
DMITRIY GUSEV;Millville;1612.00
DMITRIY GUSEV;Mojave;5937.36
DMITRIY GUSEV;New York;208.00
DMITRIY GUSEV;Palm Springs;7401.68
DMITRIY ILIN;Daytona Beach;890.24
DMITRIY ILIN;Fargo;463.84
DMITRIY ILIN;Little Rock;825.76
DMITRIY ILIN;Miami;2099.76
DMITRIY ILIN;Millville;269.36
DMITRIY ILIN;Palm Springs;2011.36
DMITRIY ILIN;Stratford;3436.16
DMITRIY ILIN;Tampa;737.36
DMITRIY ILIN;Tucson;1160.64
DMITRIY ISAEV;Alamogordo;1032.72
DMITRIY ISAEV;Galveston;201.76
DMITRIY ISAEV;Louisville;593.84
DMITRIY ISAEV;Newport;2488.72
DMITRIY ISAEV;Orlando;732.16
DMITRIY ISAEV;Palm Springs;1827.28
DMITRIY ISAEV;Roswell;1001.52
DMITRIY ISAEV;San Bernardino;879.84
DMITRIY IVANOV;Alamogordo;344.24
DMITRIY IVANOV;Alamogordo;689.52
DMITRIY IVANOV;Alamogordo;706.16
DMITRIY IVANOV;Albany;1262.56
DMITRIY IVANOV;Atlanta;1323.92
DMITRIY IVANOV;Columbus;1910.48
DMITRIY IVANOV;Columbus;2073.76
DMITRIY IVANOV;Daytona Beach;1576.64
DMITRIY IVANOV;Fargo;198.64
DMITRIY IVANOV;Fargo;793.52
DMITRIY IVANOV;Galveston;404.56
DMITRIY IVANOV;Galveston;1278.16
DMITRIY IVANOV;Los Angeles;1008.80
DMITRIY IVANOV;Los Angeles;1160.64
DMITRIY IVANOV;Los Angeles;2776.80
DMITRIY IVANOV;Louisville;617.76
DMITRIY IVANOV;Memphis;510.64
DMITRIY IVANOV;Millville;1379.04
DMITRIY IVANOV;Millville;1622.40
DMITRIY IVANOV;Palm Springs;3747.12
DMITRIY IVANOV;Palm Springs;5481.84
DMITRIY IVANOV;Richmond;243.36
DMITRIY IVANOV;Richmond;487.76
DMITRIY IVANOV;Richmond;600.08
DMITRIY IVANOV;Richmond;729.04
DMITRIY IVANOV;Richmond;1213.68
DMITRIY IVANOV;Rochester;1372.80
DMITRIY IVANOV;Rochester;2059.20
DMITRIY IVANOV;San Bernardino;439.92
DMITRIY IVANOV;Stratford;859.04
DMITRIY IVANOV;Stratford;2578.16
DMITRIY IVANOV;Tampa;737.36
DMITRIY IVANOV;Teterboro;335.92
DMITRIY IVANOV;Tucson;385.84
DMITRIY IVANOV;Tucson;772.72
DMITRIY KARPOV;Los Angeles;1657.76
DMITRIY KARPOV;Millville;1331.20
DMITRIY KAZAKOV;Alamogordo;1379.04
DMITRIY KAZAKOV;Albany;830.96
DMITRIY KAZAKOV;Albany;1475.76
DMITRIY KAZAKOV;Atlantic City;374.40
DMITRIY KAZAKOV;Birmingham;1705.60
DMITRIY KAZAKOV;Columbus;998.40
DMITRIY KAZAKOV;Fargo;307.84
DMITRIY KAZAKOV;Galveston;304.72
DMITRIY KAZAKOV;Newport;1137.76
DMITRIY KAZAKOV;Newport;3415.36
DMITRIY KAZAKOV;Palm Springs;7310.16
DMITRIY KAZAKOV;Richmond;729.04
DMITRIY KAZAKOV;Tucson;586.56
DMITRIY KISELEV;Albany;1050.40
DMITRIY KISELEV;Birmingham;978.64
DMITRIY KISELEV;Idaho Falls;300.56
DMITRIY KISELEV;Los Angeles;828.88
DMITRIY KISELEV;Miami;3360.24
DMITRIY KISELEV;Millville;1612.00
DMITRIY KISELEV;Millville;1958.32
DMITRIY KISELEV;San Bernardino;461.76
DMITRIY KISELEV;Stratford;859.04
DMITRIY KISELEV;Tucson;385.84
DMITRIY KONOVALOV;Los Angeles;1927.12
DMITRIY KONOVALOV;Los Angeles;2434.64
DMITRIY KONOVALOV;Los Angeles;2776.80
DMITRIY KONOVALOV;Millville;841.36
DMITRIY KONOVALOV;Millville;1085.76
DMITRIY KONOVALOV;Richmond;2434.64
DMITRIY KOROLEV;Alamogordo;931.84
DMITRIY KOROLEV;Alice;326.56
DMITRIY KOROLEV;Alice;1740.96
DMITRIY KOROLEV;Atlanta;326.56
DMITRIY KOROLEV;Atlanta;980.72
DMITRIY KOROLEV;Idaho Falls;149.76
DMITRIY KOROLEV;Millville;302.64
DMITRIY KOROLEV;Newport;1457.04
DMITRIY KOROLEV;Orlando;1394.64
DMITRIY KOROLEV;Richmond;931.84
DMITRIY KOZLOV;Albany;2322.32
DMITRIY KOZLOV;Atlantic City;380.64
DMITRIY KOZLOV;Birmingham;710.32
DMITRIY KOZLOV;Chicago;193.44
DMITRIY KOZLOV;Las Vegas;388.96
DMITRIY KOZLOV;Los Angeles;828.88
DMITRIY KOZLOV;Los Angeles;1286.48
DMITRIY KOZLOV;Los Angeles;2243.28
DMITRIY KOZLOV;Louisville;617.76
DMITRIY KOZLOV;Millville;537.68
DMITRIY KOZLOV;Richmond;243.36
DMITRIY KOZLOV;Roswell;2450.24
DMITRIY KOZLOV;Tucson;1365.52
DMITRIY KOZLOV;Washington;456.56
DMITRIY KRASNOV;Albany;107.12
DMITRIY KRASNOV;Albany;214.24
DMITRIY KRASNOV;Albany;4634.24
DMITRIY KRASNOV;Daytona Beach;347.36
DMITRIY KRASNOV;Los Angeles;828.88
DMITRIY KRASNOV;Los Angeles;1657.76
DMITRIY KRASNOV;Miami;595.92
DMITRIY KRASNOV;Miami;1744.08
DMITRIY KRASNOV;Roswell;3053.44
DMITRIY KRASNOV;Tucson;586.56
DMITRIY KRASNOV;Tucson;959.92
DMITRIY KRASNOV;Venice;1075.36
DMITRIY KUDRYASHOV;Alamogordo;689.52
DMITRIY KUDRYASHOV;Alamogordo;1722.24
DMITRIY KUDRYASHOV;Los Angeles;1699.36
DMITRIY KUDRYASHOV;Millville;4517.76
DMITRIY KULIKOV;Albany;2311.92
DMITRIY KULIKOV;Atlanta;980.72
DMITRIY KULIKOV;Burlington;888.16
DMITRIY KULIKOV;Chicago;5529.68
DMITRIY KULIKOV;Los Angeles;2486.64
DMITRIY KULIKOV;Los Angeles;7429.76
DMITRIY KULIKOV;Miami;2780.96
DMITRIY KULIKOV;Millville;3806.40
DMITRIY KULIKOV;Mojave;1979.12
DMITRIY KULIKOV;New York;416.00
DMITRIY KULIKOV;Palm Springs;3654.56
DMITRIY KULIKOV;Palm Springs;4021.68
DMITRIY KULIKOV;Palm Springs;7429.76
DMITRIY KULIKOV;Richmond;487.76
DMITRIY KUZMIN;Atlanta;326.56
DMITRIY KUZMIN;Columbus;1935.44
DMITRIY KUZMIN;Daytona Beach;356.72
DMITRIY KUZMIN;Fargo;1763.84
DMITRIY KUZMIN;Grand Junction;1399.84
DMITRIY KUZMIN;Los Angeles;918.32
DMITRIY KUZMIN;Los Angeles;2125.76
DMITRIY KUZMIN;Miami;1093.04
DMITRIY KUZMIN;Miami;1532.96
DMITRIY KUZMIN;Miami;2387.84
DMITRIY KUZMIN;Palm Springs;1827.28
DMITRIY KUZMIN;Richmond;243.36
DMITRIY KUZMIN;Tucson;396.24
DMITRIY KUZNECOV;Alamogordo;344.24
DMITRIY KUZNECOV;Alamogordo;1376.96
DMITRIY KUZNECOV;Albany;1262.56
DMITRIY KUZNECOV;Albany;2524.08
DMITRIY KUZNECOV;Atlanta;654.16
DMITRIY KUZNECOV;Daytona Beach;1202.24
DMITRIY KUZNECOV;Galveston;100.88
DMITRIY KUZNECOV;Galveston;1561.04
DMITRIY KUZNECOV;Hillsboro;433.68
DMITRIY KUZNECOV;Little Rock;1258.40
DMITRIY KUZNECOV;Los Angeles;828.88
DMITRIY KUZNECOV;Los Angeles;1119.04
DMITRIY KUZNECOV;Los Angeles;1207.44
DMITRIY KUZNECOV;Los Angeles;1657.76
DMITRIY KUZNECOV;Los Angeles;3588.00
DMITRIY KUZNECOV;Miami;1532.96
DMITRIY KUZNECOV;Miami;2894.32
DMITRIY KUZNECOV;Millville;1007.76
DMITRIY KUZNECOV;Millville;1379.04
DMITRIY KUZNECOV;Millville;2160.08
DMITRIY KUZNECOV;New York;208.00
DMITRIY KUZNECOV;New York;416.00
DMITRIY KUZNECOV;Newport;1561.04
DMITRIY KUZNECOV;Orlando;1396.72
DMITRIY KUZNECOV;Orlando;1778.40
DMITRIY KUZNECOV;Palm Springs;914.16
DMITRIY KUZNECOV;Palm Springs;1827.28
DMITRIY KUZNECOV;Palm Springs;5481.84
DMITRIY KUZNECOV;Richmond;499.20
DMITRIY KUZNECOV;Ruidoso;315.12
DMITRIY MAKAROV;Birmingham;2271.36
DMITRIY MAKAROV;Charleston;1004.64
DMITRIY MAKAROV;Charleston;2037.36
DMITRIY MAKAROV;Columbus;1506.96
DMITRIY MAKAROV;Grand Junction;466.96
DMITRIY MAKAROV;Los Angeles;828.88
DMITRIY MAKAROV;Nashville;2757.04
DMITRIY MAKAROV;New Orleans;466.96
DMITRIY MAKAROV;Newport;1348.88
DMITRIY MAKAROV;Newport;2277.60
DMITRIY MAKAROV;Orlando;697.84
DMITRIY MAKAROV;Stratford;859.04
DMITRIY MAKAROV;Venice;683.28
DMITRIY MAKSIMOV;Alamogordo;344.24
DMITRIY MAKSIMOV;Galveston;100.88
DMITRIY MAKSIMOV;Houston;718.64
DMITRIY MAKSIMOV;Mojave;1979.12
DMITRIY MAKSIMOV;New York;208.00
DMITRIY MARTYNOV;Albany;1272.96
DMITRIY MARTYNOV;Idaho Falls;300.56
DMITRIY MARTYNOV;Las Vegas;778.96
DMITRIY MARTYNOV;Little Rock;825.76
DMITRIY MARTYNOV;Los Angeles;828.88
DMITRIY MARTYNOV;Los Angeles;2486.64
DMITRIY MARTYNOV;Louisville;1093.04
DMITRIY MATVEEV;Birmingham;3112.72
DMITRIY MATVEEV;Chicago;193.44
DMITRIY MATVEEV;Chicago;770.64
DMITRIY MATVEEV;Daytona Beach;534.56
DMITRIY MATVEEV;Richmond;243.36
DMITRIY MEDVEDEV;Columbus;1517.36
DMITRIY MEDVEDEV;Galveston;310.96
DMITRIY MEDVEDEV;Palm Springs;5851.04
DMITRIY MEDVEDEV;Tucumcari;1772.16
DMITRIY MELNIKOV;Atlanta;326.56
DMITRIY MELNIKOV;Charleston;2008.24
DMITRIY MELNIKOV;Daytona Beach;321.36
DMITRIY MELNIKOV;Galveston;4042.48
DMITRIY MELNIKOV;Los Angeles;10022.48
DMITRIY MELNIKOV;Millville;552.24
DMITRIY MELNIKOV;Newport;4042.48
DMITRIY MELNIKOV;Palm Springs;10022.48
DMITRIY MELNIKOV;Rochester;686.40
DMITRIY MIKHAYLOV;Atlanta;326.56
DMITRIY MIKHAYLOV;Atlanta;980.72
DMITRIY MIKHAYLOV;Charleston;1004.64
DMITRIY MIKHAYLOV;Chicago;405.60
DMITRIY MIKHAYLOV;Columbus;2541.76
DMITRIY MIKHAYLOV;Fargo;523.12
DMITRIY MIKHAYLOV;Fargo;596.96
DMITRIY MIKHAYLOV;Stratford;859.04
DMITRIY MIKHAYLOV;Venice;1446.64
DMITRIY MIRONOV;Fargo;99.84
DMITRIY MIRONOV;Los Angeles;2486.64
DMITRIY MIRONOV;Nashville;4171.44
DMITRIY MIRONOV;Palm Springs;1827.28
DMITRIY MIRONOV;Palm Springs;1919.84
DMITRIY MIRONOV;Richmond;2187.12
DMITRIY MIRONOV;Tucson;385.84
DMITRIY MOISEEV;Alice;1051.44
DMITRIY MOISEEV;Little Rock;825.76
DMITRIY MOISEEV;Orlando;697.84
DMITRIY MOISEEV;Rochester;686.40
DMITRIY MOISEEV;Tampa;737.36
DMITRIY MOISEEV;Tucson;783.12
DMITRIY MOROZOV;Alamogordo;1033.76
DMITRIY MOROZOV;Fargo;1891.76
DMITRIY MOROZOV;Los Angeles;1119.04
DMITRIY MOROZOV;Los Angeles;3605.68
DMITRIY MOROZOV;Palm Springs;2011.36
DMITRIY MOROZOV;San Bernardino;901.68
DMITRIY NAUMOV;Alice;980.72
DMITRIY NAUMOV;Fargo;261.04
DMITRIY NAUMOV;Los Angeles;1657.76
DMITRIY NAUMOV;Los Angeles;1836.64
DMITRIY NAUMOV;Palm Springs;2194.40
DMITRIY NAUMOV;Palm Springs;4205.76
DMITRIY NAUMOV;Richmond;485.68
DMITRIY NAUMOV;San Bernardino;1342.64
DMITRIY NAZAROV;Alamogordo;344.24
DMITRIY NAZAROV;Alamogordo;689.52
DMITRIY NAZAROV;Albany;214.24
DMITRIY NAZAROV;Atlanta;654.16
DMITRIY NAZAROV;Atlantic City;124.80
DMITRIY NAZAROV;Burlington;888.16
DMITRIY NAZAROV;Los Angeles;1968.72
DMITRIY NAZAROV;Los Angeles;2486.64
DMITRIY NAZAROV;Los Angeles;3968.64
DMITRIY NAZAROV;Louisville;1192.88
DMITRIY NAZAROV;Orlando;697.84
DMITRIY NAZAROV;San Bernardino;439.92
DMITRIY NIKITIN;Albany;1262.56
DMITRIY NIKITIN;Albany;3574.48
DMITRIY NIKITIN;Charleston;3012.88
DMITRIY NIKITIN;Fargo;1376.96
DMITRIY NIKITIN;Los Angeles;828.88
DMITRIY NIKITIN;Los Angeles;2017.60
DMITRIY NIKITIN;Millville;537.68
DMITRIY NIKITIN;Newport;1137.76
DMITRIY NIKITIN;Stratford;1717.04
DMITRIY NIKITIN;Tampa;755.04
DMITRIY NIKITIN;Tucson;396.24
DMITRIY NIKOLAEV;Alamogordo;1330.16
DMITRIY NIKOLAEV;Albany;2748.72
DMITRIY NIKOLAEV;Burlington;1775.28
DMITRIY NIKOLAEV;Daytona Beach;534.56
DMITRIY NIKOLAEV;Las Vegas;395.20
DMITRIY NIKOLAEV;Los Angeles;414.96
DMITRIY NIKOLAEV;Los Angeles;1207.44
DMITRIY NIKOLAEV;Miami;1944.80
DMITRIY NIKOLAEV;Millville;978.64
DMITRIY NIKOLAEV;Mojave;1979.12
DMITRIY NIKOLAEV;Orlando;697.84
DMITRIY NIKOLAEV;Palm Springs;4115.28
DMITRIY NIKOLAEV;San Bernardino;879.84
DMITRIY NIKOLAEV;Tucson;573.04
DMITRIY NIKOLAEV;Venice;669.76
DMITRIY NIKOLAEV;Venice;796.64
DMITRIY NOVIKOV;Albany;214.24
DMITRIY NOVIKOV;Albany;2526.16
DMITRIY NOVIKOV;Daytona Beach;160.16
DMITRIY NOVIKOV;Fargo;595.92
DMITRIY NOVIKOV;Los Angeles;414.96
DMITRIY NOVIKOV;Los Angeles;1657.76
DMITRIY NOVIKOV;Los Angeles;2145.52
DMITRIY NOVIKOV;Miami;2297.36
DMITRIY NOVIKOV;Orlando;697.84
DMITRIY NOVIKOV;Orlando;1498.64
DMITRIY NOVIKOV;Richmond;121.68
DMITRIY NOVIKOV;Richmond;243.36
DMITRIY NOVIKOV;Richmond;2145.52
DMITRIY NOVIKOV;San Bernardino;1760.72
DMITRIY NOVIKOV;Tucson;959.92
DMITRIY ORLOV;Alamogordo;2065.44
DMITRIY ORLOV;Fargo;735.28
DMITRIY ORLOV;Houston;1078.48
DMITRIY ORLOV;Idaho Falls;600.08
DMITRIY ORLOV;Las Vegas;778.96
DMITRIY ORLOV;Los Angeles;828.88
DMITRIY OSIPOV;Albany;2311.92
DMITRIY OSIPOV;Burlington;3550.56
DMITRIY OSIPOV;Millville;1075.36
DMITRIY OSIPOV;Richmond;243.36
DMITRIY PAVLOV;Albany;426.40
DMITRIY PAVLOV;Albany;2748.72
DMITRIY PAVLOV;Charleston;1004.64
DMITRIY PAVLOV;Chicago;385.84
DMITRIY PAVLOV;Fargo;99.84
DMITRIY PAVLOV;Galveston;100.88
DMITRIY PAVLOV;Las Vegas;1167.92
DMITRIY PAVLOV;Little Rock;845.52
DMITRIY PAVLOV;Los Angeles;828.88
DMITRIY PAVLOV;Los Angeles;1119.04
DMITRIY PAVLOV;Los Angeles;2904.72
DMITRIY PAVLOV;Orlando;1396.72
DMITRIY PAVLOV;Orlando;1462.24
DMITRIY PAVLOV;Richmond;243.36
DMITRIY PAVLOV;Tucumcari;1729.52
DMITRIY PETROV;Albany;214.24
DMITRIY PETROV;Atlanta;326.56
DMITRIY PETROV;Atlantic City;505.44
DMITRIY PETROV;Baton Rouge;110.24
DMITRIY PETROV;Birmingham;2881.84
DMITRIY PETROV;Birmingham;3037.84
DMITRIY PETROV;Charleston;3033.68
DMITRIY PETROV;Grand Junction;466.96
DMITRIY PETROV;Houston;718.64
DMITRIY PETROV;Idaho Falls;300.56
DMITRIY PETROV;Little Rock;825.76
DMITRIY PETROV;Los Angeles;1008.80
DMITRIY PETROV;Los Angeles;1657.76
